age,job,marital,education,default,housing,loan,is_telephone_contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,y
62,technician,married,,no,no,no,no,mar,mon,104,2,3,2,success,yes
58,retired,married,university.degree,no,yes,no,no,mar,mon,144,2,999,1,failure,no
73,retired,married,basic.4y,no,yes,no,no,mar,mon,209,2,999,1,failure,no
53,technician,married,professional.course,no,no,no,no,mar,mon,261,4,999,0,nonexistent,no
30,management,married,university.degree,no,yes,no,no,mar,mon,106,3,999,0,nonexistent,no
29,admin.,single,high.school,no,yes,yes,no,mar,mon,257,1,999,0,nonexistent,yes
62,technician,married,,no,yes,no,no,mar,mon,192,1,6,1,success,yes
48,unemployed,married,university.degree,no,no,yes,no,mar,mon,151,1,999,1,failure,no
53,technician,married,professional.course,no,yes,no,yes,mar,mon,247,5,999,2,failure,no
53,technician,married,professional.course,no,yes,yes,no,mar,mon,109,1,999,1,failure,no
33,admin.,single,university.degree,no,no,no,no,mar,mon,427,1,6,2,success,yes
58,admin.,married,university.degree,no,yes,no,no,mar,mon,549,5,999,2,failure,no
62,technician,married,,no,no,no,no,mar,mon,435,3,6,1,success,no
82,retired,married,professional.course,no,yes,no,yes,mar,mon,506,2,999,0,nonexistent,yes
29,admin.,single,university.degree,no,no,no,no,mar,mon,287,2,999,0,nonexistent,no
31,admin.,married,professional.course,no,no,no,no,mar,mon,161,2,999,0,nonexistent,yes
62,technician,married,,no,no,no,no,mar,mon,105,2,999,0,nonexistent,no
30,self-employed,married,university.degree,no,yes,no,yes,mar,mon,577,7,999,0,nonexistent,yes
30,unemployed,single,professional.course,no,yes,no,no,mar,mon,341,1,999,0,nonexistent,no
34,technician,married,professional.course,no,no,no,yes,mar,mon,300,6,6,1,success,yes
48,unemployed,married,university.degree,no,yes,no,no,mar,mon,195,2,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,no,mar,mon,361,1,3,3,success,yes
34,technician,married,professional.course,no,yes,no,yes,mar,mon,129,1,6,1,success,no
65,retired,married,basic.4y,no,yes,no,no,mar,tue,189,1,999,0,nonexistent,no
31,unemployed,single,university.degree,no,yes,no,no,mar,tue,180,1,10,1,success,yes
47,self-employed,divorced,university.degree,no,no,no,no,mar,tue,261,1,999,0,nonexistent,yes
48,unemployed,married,university.degree,no,yes,no,no,mar,tue,279,1,999,2,failure,yes
33,technician,single,professional.course,no,yes,no,no,mar,tue,459,1,999,0,nonexistent,yes
52,admin.,married,university.degree,no,yes,no,yes,mar,tue,294,1,999,1,failure,no
46,unemployed,single,university.degree,no,no,no,no,mar,tue,263,1,10,2,success,yes
31,admin.,single,university.degree,no,yes,no,yes,mar,tue,295,1,3,2,success,yes
33,technician,single,professional.course,no,yes,no,yes,mar,tue,244,2,999,0,nonexistent,no
27,services,single,high.school,no,yes,yes,no,mar,tue,384,1,9,2,failure,no
52,admin.,married,university.degree,no,no,no,no,mar,tue,231,1,6,2,success,yes
66,retired,married,high.school,no,no,no,no,mar,tue,618,1,999,0,nonexistent,no
30,technician,single,university.degree,no,,,no,mar,tue,272,3,999,0,nonexistent,no
66,retired,married,high.school,no,,,no,mar,tue,881,3,999,1,failure,yes
23,student,single,high.school,no,no,no,no,mar,wed,128,1,999,0,nonexistent,yes
33,self-employed,married,university.degree,no,yes,no,no,mar,wed,184,1,11,1,success,no
37,technician,married,professional.course,no,yes,yes,no,mar,wed,395,1,9,1,success,no
56,retired,married,basic.4y,no,no,no,no,mar,wed,181,2,9,2,failure,no
59,admin.,married,university.degree,no,yes,no,yes,mar,wed,133,7,999,0,nonexistent,no
52,technician,married,basic.9y,no,no,no,no,mar,wed,272,3,999,0,nonexistent,yes
53,blue-collar,single,basic.9y,no,,,no,mar,thu,362,1,9,2,success,yes
53,technician,married,,no,no,no,no,mar,thu,93,1,999,1,failure,no
26,admin.,married,,no,no,no,no,mar,thu,359,1,999,1,failure,no
28,admin.,single,university.degree,no,yes,no,no,mar,thu,370,1,9,1,success,no
28,admin.,single,university.degree,no,no,no,no,mar,thu,237,1,999,0,nonexistent,yes
28,admin.,single,university.degree,no,no,no,no,mar,thu,125,1,999,0,nonexistent,no
47,services,single,,no,,,no,mar,thu,394,2,999,0,nonexistent,no
38,admin.,single,university.degree,no,yes,no,no,mar,thu,420,1,999,0,nonexistent,yes
43,admin.,married,high.school,no,yes,no,no,mar,thu,265,1,999,0,nonexistent,yes
34,admin.,single,university.degree,no,yes,no,no,mar,thu,910,2,6,3,success,yes
29,technician,single,professional.course,no,yes,yes,no,mar,thu,467,2,13,1,success,yes
24,technician,single,professional.course,no,yes,no,yes,mar,thu,165,3,999,0,nonexistent,no
50,management,married,university.degree,no,yes,no,no,mar,thu,245,2,999,0,nonexistent,no
39,admin.,divorced,professional.course,no,no,no,no,mar,thu,593,4,999,1,failure,yes
75,retired,married,basic.9y,no,no,no,no,mar,mon,293,2,999,1,failure,yes
59,unemployed,married,basic.9y,no,yes,no,no,mar,mon,254,2,999,0,nonexistent,yes
27,admin.,single,,no,yes,no,no,mar,mon,247,3,6,2,success,yes
30,technician,,university.degree,no,no,no,no,mar,mon,977,2,11,2,success,yes
30,technician,,university.degree,no,no,no,no,mar,mon,173,2,6,2,success,yes
29,admin.,single,university.degree,no,yes,no,no,mar,mon,215,1,999,0,nonexistent,yes
38,student,single,,no,no,yes,no,mar,mon,248,1,3,4,success,yes
38,student,single,,no,yes,no,no,mar,mon,344,1,11,1,success,no
38,student,single,,no,no,no,no,mar,mon,516,6,999,0,nonexistent,no
39,technician,divorced,high.school,no,no,no,no,mar,mon,222,1,12,2,success,yes
39,technician,divorced,high.school,no,no,no,no,mar,mon,174,1,3,1,success,yes
36,blue-collar,divorced,high.school,no,no,no,no,mar,mon,96,2,999,1,failure,no
70,retired,married,,no,no,no,yes,mar,mon,174,2,7,2,success,no
75,retired,married,basic.9y,no,no,no,no,mar,mon,153,2,999,0,nonexistent,no
27,admin.,single,,no,no,no,no,mar,mon,291,1,999,3,failure,yes
30,student,single,,no,no,yes,yes,mar,tue,255,1,3,2,success,yes
37,blue-collar,married,basic.9y,no,yes,no,no,mar,tue,158,1,999,1,failure,no
30,student,single,,no,yes,no,no,mar,tue,136,1,9,1,success,yes
27,admin.,single,university.degree,no,no,no,no,mar,tue,273,1,999,0,nonexistent,yes
27,admin.,single,,no,no,no,no,mar,tue,128,1,3,1,success,yes
27,admin.,single,university.degree,no,no,no,no,mar,tue,191,2,999,0,nonexistent,yes
30,student,single,,no,no,no,no,mar,thu,101,1,14,1,success,yes
30,student,single,,no,yes,no,no,mar,thu,292,1,999,0,nonexistent,yes
80,retired,married,basic.4y,no,yes,no,no,mar,thu,156,1,999,0,nonexistent,yes
28,blue-collar,single,high.school,no,no,no,no,mar,thu,247,1,999,0,nonexistent,no
41,technician,divorced,university.degree,no,no,no,no,mar,thu,187,1,6,1,success,yes
33,admin.,single,,no,no,no,no,mar,thu,196,3,999,1,failure,no
28,admin.,single,university.degree,no,no,no,no,mar,thu,189,1,999,0,nonexistent,no
36,admin.,single,,no,yes,no,no,mar,thu,231,1,999,0,nonexistent,no
78,retired,married,,no,no,no,no,mar,thu,272,1,6,2,success,yes
66,housemaid,divorced,basic.4y,no,yes,no,no,mar,thu,201,1,3,2,success,yes
34,blue-collar,single,,no,no,no,no,mar,fri,98,2,999,0,nonexistent,no
57,blue-collar,married,basic.9y,no,no,no,no,mar,fri,94,2,999,0,nonexistent,no
65,housemaid,divorced,basic.4y,,no,no,no,mar,fri,288,3,999,0,nonexistent,yes
33,services,single,high.school,no,yes,no,no,mar,fri,128,2,6,1,success,no
59,services,single,high.school,no,yes,no,no,mar,fri,169,2,999,0,nonexistent,no
34,blue-collar,single,,no,yes,no,no,mar,fri,360,1,999,1,failure,yes
26,admin.,single,high.school,no,yes,no,no,mar,fri,454,1,999,0,nonexistent,no
27,self-employed,single,university.degree,no,no,no,no,mar,fri,281,1,999,0,nonexistent,yes
26,admin.,single,university.degree,no,no,no,no,mar,fri,81,1,7,4,failure,no
34,admin.,divorced,high.school,no,no,no,no,mar,fri,156,1,999,0,nonexistent,no
78,retired,married,basic.4y,no,yes,no,yes,mar,fri,139,1,999,0,nonexistent,no
28,admin.,single,university.degree,no,no,no,no,mar,fri,157,2,999,1,failure,no
51,admin.,married,university.degree,no,yes,yes,no,mar,fri,201,3,999,1,failure,no
57,blue-collar,married,basic.9y,no,no,no,no,mar,fri,698,1,999,0,nonexistent,no
58,services,married,high.school,no,no,no,no,mar,mon,92,2,3,1,success,yes
58,services,married,high.school,no,no,no,no,mar,mon,198,2,999,2,failure,no
58,services,married,high.school,no,yes,no,no,mar,mon,88,3,999,2,failure,no
58,services,married,high.school,no,yes,no,no,mar,mon,164,5,999,1,failure,no
58,services,married,high.school,no,no,no,no,mar,mon,135,1,999,2,failure,no
36,admin.,single,university.degree,no,yes,no,no,mar,mon,231,2,999,4,failure,no
57,management,married,university.degree,no,no,no,no,mar,mon,341,2,999,0,nonexistent,yes
62,blue-collar,married,,no,no,no,no,mar,mon,515,2,999,2,failure,no
58,services,married,high.school,no,yes,no,no,mar,mon,317,4,999,0,nonexistent,no
20,services,single,,no,no,no,no,mar,mon,150,3,3,3,success,no
58,services,married,high.school,no,yes,no,yes,mar,mon,113,4,999,0,nonexistent,no
35,blue-collar,married,basic.4y,no,no,no,yes,mar,mon,433,3,999,1,failure,yes
49,technician,divorced,professional.course,no,yes,no,no,mar,tue,361,2,999,1,failure,no
86,retired,married,basic.4y,,yes,no,no,mar,tue,186,2,999,2,failure,no
68,retired,divorced,basic.4y,no,yes,no,no,mar,tue,277,2,11,1,success,yes
59,admin.,divorced,university.degree,no,yes,no,no,mar,tue,236,1,999,0,nonexistent,yes
27,admin.,single,university.degree,no,yes,no,no,mar,tue,359,1,999,1,failure,yes
47,self-employed,married,professional.course,no,yes,no,yes,mar,tue,110,1,999,0,nonexistent,yes
34,management,married,university.degree,no,,,no,mar,tue,57,4,999,0,nonexistent,no
27,admin.,single,university.degree,no,yes,no,no,mar,tue,371,1,999,2,failure,no
27,admin.,single,university.degree,no,no,no,no,mar,tue,238,4,999,0,nonexistent,yes
49,technician,divorced,professional.course,no,yes,no,no,mar,tue,236,4,3,1,success,yes
64,retired,married,basic.4y,no,yes,no,no,mar,wed,262,2,999,0,nonexistent,yes
56,unemployed,divorced,basic.4y,no,no,no,no,mar,wed,577,1,999,0,nonexistent,yes
56,unemployed,divorced,basic.4y,no,yes,no,no,mar,wed,170,1,999,1,failure,yes
56,admin.,single,university.degree,no,no,no,no,mar,wed,193,1,5,1,success,yes
56,admin.,single,university.degree,no,yes,no,no,mar,wed,175,1,999,1,failure,yes
56,admin.,single,university.degree,no,yes,no,no,mar,wed,382,1,999,1,failure,no
27,admin.,single,university.degree,no,yes,no,no,mar,wed,210,1,6,2,success,yes
32,management,married,university.degree,no,yes,no,yes,mar,wed,30,1,999,0,nonexistent,no
60,housemaid,married,basic.4y,no,yes,yes,no,apr,thu,149,1,12,1,success,yes
56,admin.,single,university.degree,no,no,yes,no,apr,thu,158,1,999,1,failure,no
33,admin.,single,university.degree,no,yes,no,no,apr,thu,280,1,7,2,success,yes
27,student,single,,no,yes,no,yes,apr,thu,390,1,4,1,success,yes
41,admin.,divorced,high.school,no,no,no,yes,apr,thu,558,2,999,0,nonexistent,yes
27,student,single,,no,yes,no,no,apr,thu,176,1,999,1,failure,no
35,admin.,divorced,high.school,no,yes,no,yes,apr,thu,216,3,999,1,failure,yes
27,student,single,,no,no,no,no,apr,thu,263,1,999,0,nonexistent,no
84,retired,divorced,basic.4y,no,no,no,no,apr,thu,220,2,999,2,failure,no
32,admin.,single,university.degree,no,yes,no,no,apr,thu,358,2,999,0,nonexistent,yes
35,admin.,divorced,high.school,no,yes,yes,yes,apr,thu,111,1,999,0,nonexistent,yes
33,admin.,single,university.degree,no,yes,no,no,apr,tue,179,3,999,0,nonexistent,yes
27,technician,single,professional.course,no,no,no,no,apr,tue,127,3,999,1,failure,no
46,technician,married,professional.course,no,no,yes,no,apr,tue,189,1,5,2,success,yes
27,admin.,single,university.degree,no,no,no,no,apr,tue,317,1,12,1,success,yes
61,admin.,married,high.school,no,yes,no,no,apr,tue,196,1,999,1,failure,yes
76,retired,married,basic.4y,no,no,no,no,apr,tue,122,4,999,1,failure,no
82,housemaid,divorced,basic.4y,no,,,no,apr,tue,139,6,999,0,nonexistent,yes
58,retired,married,basic.4y,no,no,no,no,apr,wed,1307,1,999,0,nonexistent,yes
39,technician,married,professional.course,no,no,no,no,apr,thu,208,3,999,1,failure,no
53,management,divorced,university.degree,no,yes,no,no,apr,thu,222,2,999,0,nonexistent,yes
75,retired,married,,no,yes,no,no,apr,thu,237,2,999,0,nonexistent,no
53,management,divorced,university.degree,no,yes,yes,no,apr,thu,126,6,999,0,nonexistent,no
53,management,divorced,university.degree,no,no,no,no,apr,thu,198,2,999,0,nonexistent,no
58,housemaid,single,professional.course,no,no,yes,no,apr,thu,335,1,999,0,nonexistent,yes
26,unemployed,single,university.degree,no,yes,no,no,apr,thu,618,1,999,0,nonexistent,yes
71,retired,married,professional.course,no,no,no,no,apr,thu,559,1,999,0,nonexistent,yes
53,technician,married,university.degree,no,,,no,apr,thu,758,2,999,2,failure,yes
71,retired,married,professional.course,no,yes,no,no,apr,thu,236,2,999,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,yes,apr,mon,481,1,999,0,nonexistent,yes
54,admin.,married,high.school,no,yes,no,no,apr,mon,158,2,999,0,nonexistent,yes
37,management,single,university.degree,no,no,no,no,apr,mon,161,1,999,1,failure,no
35,admin.,married,university.degree,no,yes,no,no,apr,mon,337,1,999,2,failure,no
33,admin.,single,university.degree,no,yes,no,no,apr,mon,169,1,999,0,nonexistent,no
58,housemaid,single,professional.course,no,yes,no,no,apr,mon,284,1,6,1,success,no
62,entrepreneur,married,basic.9y,no,yes,no,no,apr,mon,366,2,10,1,success,no
58,housemaid,single,professional.course,no,no,no,no,apr,mon,158,2,6,2,success,no
33,admin.,single,university.degree,no,no,no,no,apr,mon,339,1,999,2,failure,no
48,admin.,married,professional.course,no,yes,no,no,apr,mon,333,1,7,1,success,yes
49,admin.,married,high.school,,no,no,no,apr,mon,119,1,6,1,success,no
42,housemaid,divorced,basic.4y,no,yes,no,yes,apr,mon,271,1,999,1,failure,no
33,admin.,single,university.degree,no,yes,no,no,apr,mon,143,1,999,0,nonexistent,no
58,housemaid,single,professional.course,no,no,no,no,apr,mon,147,1,6,1,success,no
56,technician,married,high.school,no,no,no,no,apr,mon,119,2,999,0,nonexistent,no
59,blue-collar,married,basic.4y,no,no,no,no,apr,mon,1397,3,999,1,failure,yes
33,admin.,single,university.degree,no,yes,no,no,apr,mon,143,2,999,1,failure,no
35,admin.,married,university.degree,no,yes,no,no,apr,mon,176,1,999,0,nonexistent,yes
63,technician,married,high.school,no,no,no,no,apr,mon,176,3,999,0,nonexistent,yes
33,management,single,university.degree,no,no,no,no,apr,tue,113,3,999,1,failure,no
26,admin.,single,university.degree,no,yes,yes,no,apr,tue,295,4,6,2,success,yes
80,housemaid,married,basic.4y,no,yes,yes,no,apr,tue,232,1,12,1,success,yes
49,admin.,married,university.degree,no,yes,yes,no,apr,tue,218,2,999,3,failure,yes
20,student,single,basic.4y,no,yes,yes,no,apr,tue,240,1,999,1,failure,yes
20,student,single,basic.4y,no,yes,yes,no,apr,tue,278,4,6,1,success,yes
53,entrepreneur,married,basic.4y,no,yes,yes,no,apr,tue,398,2,999,0,nonexistent,yes
36,admin.,single,basic.9y,no,yes,yes,yes,apr,wed,173,1,999,0,nonexistent,yes
48,admin.,married,university.degree,no,yes,no,no,apr,thu,220,2,999,1,failure,no
48,admin.,married,university.degree,no,no,no,yes,apr,thu,185,1,6,2,success,yes
74,retired,married,university.degree,no,no,no,no,apr,thu,200,1,999,0,nonexistent,yes
48,admin.,married,university.degree,no,yes,yes,no,apr,thu,200,1,6,2,success,yes
48,admin.,married,university.degree,no,yes,no,no,apr,thu,141,1,999,0,nonexistent,yes
35,admin.,married,university.degree,no,yes,no,no,apr,thu,330,1,10,1,success,yes
37,admin.,married,university.degree,no,yes,yes,no,apr,thu,214,1,999,0,nonexistent,yes
46,services,single,basic.4y,no,no,no,no,apr,thu,191,3,6,1,success,no
58,admin.,married,professional.course,no,yes,no,no,apr,thu,98,4,999,2,failure,no
22,services,single,high.school,no,no,no,no,apr,thu,699,2,999,1,failure,no
35,services,married,professional.course,no,yes,no,no,apr,thu,218,2,6,1,success,yes
68,retired,married,basic.4y,no,yes,no,no,apr,fri,177,1,999,0,nonexistent,no
41,admin.,married,university.degree,no,yes,no,no,apr,fri,961,6,999,0,nonexistent,yes
68,retired,married,university.degree,no,yes,no,no,apr,fri,330,3,999,0,nonexistent,yes
55,technician,married,professional.course,no,yes,no,no,apr,fri,148,2,999,1,failure,no
50,technician,single,university.degree,no,yes,no,yes,apr,fri,634,1,999,0,nonexistent,yes
82,retired,divorced,basic.4y,no,yes,yes,no,apr,mon,125,2,999,0,nonexistent,yes
25,self-employed,single,,no,no,no,no,apr,mon,131,2,999,1,failure,no
29,admin.,single,university.degree,no,yes,no,no,apr,mon,237,4,999,0,nonexistent,no
25,self-employed,single,,no,no,no,no,apr,mon,232,3,999,1,failure,no
54,admin.,married,high.school,no,no,no,no,apr,mon,220,1,12,1,success,no
82,retired,divorced,basic.4y,no,no,no,no,apr,mon,529,1,6,2,success,yes
74,retired,divorced,basic.4y,no,yes,no,no,apr,mon,142,2,999,0,nonexistent,yes
74,retired,divorced,basic.4y,no,no,yes,no,apr,mon,184,2,14,2,failure,no
74,retired,married,basic.4y,no,no,no,yes,apr,mon,1143,5,999,0,nonexistent,yes
85,housemaid,married,basic.4y,,no,no,no,apr,tue,175,6,6,1,success,yes
85,housemaid,married,basic.4y,,yes,no,no,apr,tue,167,1,6,2,success,yes
85,housemaid,married,basic.4y,,no,no,no,apr,tue,166,1,999,0,nonexistent,no
75,retired,divorced,high.school,no,no,no,yes,apr,tue,162,1,6,2,success,yes
85,housemaid,married,basic.4y,,yes,no,no,apr,tue,462,1,999,1,failure,yes
70,retired,married,basic.4y,no,yes,no,yes,apr,tue,268,2,999,1,failure,no
45,management,married,,no,yes,no,no,apr,tue,379,3,7,1,success,yes
61,retired,married,high.school,no,yes,no,no,apr,tue,930,4,999,0,nonexistent,no
49,admin.,divorced,high.school,no,no,no,no,apr,wed,381,2,999,0,nonexistent,no
66,retired,divorced,basic.4y,no,yes,no,no,apr,wed,476,1,999,0,nonexistent,yes
57,housemaid,married,basic.4y,no,yes,no,yes,apr,wed,595,3,999,1,failure,yes
80,retired,divorced,basic.4y,no,yes,no,no,apr,wed,354,1,999,0,nonexistent,no
80,retired,divorced,basic.4y,no,yes,no,yes,apr,wed,403,1,999,0,nonexistent,yes
80,retired,divorced,basic.4y,no,yes,no,yes,apr,wed,623,2,999,0,nonexistent,yes
80,retired,divorced,basic.4y,no,yes,yes,no,apr,wed,654,2,999,0,nonexistent,yes
57,housemaid,married,basic.4y,no,no,no,no,apr,wed,224,2,6,1,success,yes
58,unemployed,married,basic.9y,no,yes,no,no,apr,thu,229,1,6,1,success,yes
53,housemaid,married,university.degree,no,yes,no,no,apr,thu,494,1,6,1,success,yes
80,retired,divorced,basic.4y,no,yes,no,no,apr,thu,234,1,999,0,nonexistent,no
57,retired,married,high.school,no,yes,no,no,apr,thu,407,2,999,0,nonexistent,yes
77,retired,married,high.school,no,yes,no,no,apr,thu,165,7,999,0,nonexistent,yes
59,retired,divorced,high.school,no,yes,no,no,apr,thu,247,2,999,1,failure,no
44,admin.,married,high.school,no,yes,no,no,apr,thu,292,4,999,0,nonexistent,no
80,retired,divorced,basic.4y,no,yes,yes,no,apr,thu,554,1,10,2,success,yes
32,admin.,single,university.degree,no,yes,yes,no,apr,fri,109,5,6,1,success,no
43,admin.,divorced,university.degree,no,no,no,yes,apr,fri,263,4,999,0,nonexistent,yes
41,admin.,married,university.degree,no,yes,no,no,apr,fri,342,1,999,0,nonexistent,yes
63,housemaid,married,basic.9y,no,yes,no,no,apr,fri,164,1,999,0,nonexistent,no
47,admin.,married,high.school,no,yes,no,no,apr,fri,296,1,999,1,failure,yes
73,retired,single,professional.course,no,no,no,no,apr,fri,291,1,6,3,success,yes
26,student,single,high.school,no,yes,yes,no,apr,fri,888,1,6,2,success,yes
25,admin.,single,university.degree,no,no,yes,no,apr,fri,207,1,999,0,nonexistent,no
62,technician,married,,no,yes,no,no,apr,fri,215,2,999,1,failure,no
71,retired,married,basic.4y,no,no,no,yes,apr,mon,92,8,999,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,no,apr,mon,378,3,12,1,success,no
46,admin.,married,high.school,no,no,no,no,apr,mon,194,3,999,0,nonexistent,yes
38,management,divorced,university.degree,no,yes,no,no,apr,mon,182,2,6,1,success,yes
29,technician,married,university.degree,no,yes,no,no,apr,mon,116,2,999,0,nonexistent,no
32,technician,married,professional.course,no,no,no,no,apr,mon,688,2,999,0,nonexistent,yes
46,admin.,married,high.school,no,yes,yes,no,apr,mon,128,2,6,2,success,no
29,technician,married,university.degree,no,yes,no,no,apr,mon,192,1,999,1,failure,yes
30,student,single,high.school,no,yes,yes,no,apr,mon,102,3,10,1,success,no
20,student,single,high.school,no,no,no,no,apr,mon,1472,1,999,3,failure,yes
46,admin.,married,high.school,no,yes,no,no,apr,mon,166,5,999,4,failure,no
24,blue-collar,single,high.school,no,no,no,no,apr,mon,234,10,999,0,nonexistent,no
71,retired,married,basic.4y,no,no,no,no,apr,mon,328,2,4,1,success,yes
24,blue-collar,single,high.school,no,no,no,no,apr,mon,125,2,999,1,failure,no
71,retired,married,basic.4y,no,no,no,no,apr,mon,117,3,999,0,nonexistent,no
29,technician,married,university.degree,no,no,no,no,apr,mon,135,3,999,1,failure,no
24,blue-collar,single,high.school,no,yes,no,no,apr,mon,135,1,999,1,failure,no
27,student,single,university.degree,no,yes,yes,no,apr,tue,147,2,999,1,failure,no
39,management,married,university.degree,no,no,no,yes,apr,tue,325,1,999,2,failure,yes
24,student,single,basic.9y,no,yes,no,no,apr,tue,345,1,999,0,nonexistent,no
24,student,single,basic.9y,no,yes,no,no,apr,tue,252,1,999,1,failure,no
27,admin.,single,university.degree,no,yes,no,no,apr,tue,605,1,999,0,nonexistent,no
37,admin.,married,high.school,no,no,no,yes,apr,tue,426,2,999,0,nonexistent,yes
30,admin.,single,university.degree,no,yes,no,no,apr,tue,321,1,999,0,nonexistent,yes
20,student,single,,no,yes,no,no,apr,tue,81,3,999,0,nonexistent,no
44,management,married,,no,no,no,yes,apr,tue,473,2,999,1,failure,yes
29,services,single,high.school,no,no,no,yes,apr,tue,370,1,999,0,nonexistent,yes
48,technician,single,professional.course,no,yes,no,no,apr,tue,159,3,999,0,nonexistent,yes
20,student,single,,no,yes,no,no,apr,tue,99,1,999,0,nonexistent,no
52,admin.,married,,no,yes,no,no,apr,wed,184,2,10,1,success,yes
52,admin.,married,,no,yes,no,yes,apr,wed,403,1,6,1,success,yes
28,admin.,single,,no,yes,no,no,apr,wed,545,2,6,4,success,yes
33,admin.,married,university.degree,no,yes,no,no,apr,wed,623,1,6,1,success,yes
52,admin.,married,,no,no,no,no,apr,wed,387,2,999,0,nonexistent,yes
50,admin.,married,basic.9y,no,yes,no,no,apr,thu,717,3,999,0,nonexistent,yes
33,admin.,married,university.degree,no,no,no,no,apr,thu,157,6,999,0,nonexistent,no
29,services,single,,no,yes,no,no,apr,thu,226,2,999,0,nonexistent,yes
38,admin.,single,high.school,no,yes,no,no,apr,thu,882,1,6,1,success,yes
61,retired,married,basic.9y,no,no,no,no,apr,thu,165,2,999,0,nonexistent,no
31,self-employed,single,university.degree,no,no,no,no,apr,thu,210,1,999,0,nonexistent,yes
36,admin.,married,,no,no,no,no,apr,thu,91,1,999,0,nonexistent,no
37,technician,married,professional.course,no,no,no,no,apr,thu,277,1,18,1,success,yes
26,admin.,single,university.degree,no,yes,no,no,apr,thu,115,2,999,1,failure,no
35,admin.,single,university.degree,no,yes,no,no,apr,thu,388,2,999,0,nonexistent,yes
29,services,single,,no,yes,no,no,apr,thu,1241,5,999,0,nonexistent,yes
36,unemployed,married,professional.course,no,yes,no,no,apr,thu,835,7,999,0,nonexistent,no
52,admin.,married,university.degree,no,no,yes,yes,apr,thu,395,3,999,0,nonexistent,yes
33,admin.,single,university.degree,no,yes,no,no,apr,thu,305,3,999,0,nonexistent,yes
38,admin.,single,high.school,no,yes,yes,no,apr,thu,449,1,13,1,success,yes
34,technician,married,professional.course,no,yes,no,no,apr,fri,211,2,6,2,success,no
36,blue-collar,married,,no,no,no,no,apr,fri,315,1,6,1,success,yes
30,management,married,university.degree,no,yes,no,no,apr,fri,242,4,999,1,failure,no
20,student,single,,no,no,no,no,apr,fri,342,2,999,0,nonexistent,no
35,admin.,married,university.degree,no,no,yes,no,apr,fri,262,3,999,1,failure,yes
36,blue-collar,married,,no,yes,no,no,apr,fri,572,2,999,0,nonexistent,no
28,technician,single,university.degree,no,no,yes,no,apr,fri,97,1,999,1,failure,no
28,technician,single,university.degree,no,yes,no,no,apr,fri,148,1,999,0,nonexistent,no
31,student,single,university.degree,no,yes,yes,no,apr,fri,183,1,6,2,success,yes
21,student,single,high.school,no,yes,no,no,apr,fri,551,1,999,0,nonexistent,yes
20,student,single,,no,yes,yes,no,apr,fri,180,2,999,0,nonexistent,no
37,admin.,married,university.degree,no,no,no,no,may,tue,106,1,999,2,failure,no
39,admin.,married,high.school,no,yes,no,no,may,tue,552,1,3,2,success,yes
52,admin.,married,university.degree,no,no,no,no,may,tue,131,1,3,2,success,no
29,admin.,single,university.degree,no,no,no,no,may,tue,85,1,999,2,failure,no
30,admin.,single,university.degree,no,no,no,no,may,tue,113,1,6,1,success,no
30,blue-collar,single,professional.course,no,no,no,no,may,tue,165,1,999,1,failure,no
48,blue-collar,married,basic.9y,no,yes,no,no,may,tue,268,1,3,3,success,yes
18,student,single,,no,yes,no,yes,may,tue,421,1,3,1,success,yes
18,student,single,,no,yes,no,no,may,tue,489,1,6,1,success,yes
79,retired,married,basic.9y,no,no,no,no,may,tue,104,1,999,2,failure,no
79,retired,married,basic.9y,no,no,no,no,may,tue,126,1,999,0,nonexistent,no
43,technician,single,professional.course,no,no,no,no,may,tue,164,2,3,2,success,yes
52,admin.,married,university.degree,no,yes,no,no,may,tue,556,2,999,0,nonexistent,yes
24,student,single,high.school,no,yes,no,no,may,tue,153,2,6,2,success,yes
52,technician,married,university.degree,no,no,yes,yes,may,tue,209,1,2,2,success,yes
19,student,single,basic.9y,no,yes,no,no,may,tue,203,1,999,3,failure,no
29,student,single,high.school,no,no,no,no,may,tue,104,1,7,1,success,no
51,services,married,high.school,no,no,no,no,may,tue,1267,1,999,1,failure,yes
32,student,single,,no,yes,no,no,may,wed,188,2,999,0,nonexistent,yes
37,housemaid,married,university.degree,no,yes,no,no,may,wed,100,1,999,0,nonexistent,no
24,student,single,high.school,no,no,no,no,may,wed,389,1,7,2,success,yes
24,student,single,high.school,no,yes,no,no,may,wed,329,1,1,2,success,no
24,student,single,high.school,no,yes,no,no,may,wed,173,1,999,3,failure,no
24,student,single,high.school,no,yes,no,no,may,wed,258,1,3,5,success,yes
52,admin.,married,university.degree,no,yes,no,no,may,wed,338,1,999,0,nonexistent,yes
18,student,single,,no,no,no,yes,may,wed,110,1,999,2,failure,no
29,admin.,single,university.degree,no,no,no,no,may,wed,720,1,6,2,failure,no
29,admin.,single,university.degree,no,yes,no,no,may,wed,232,1,999,1,failure,yes
44,blue-collar,single,basic.6y,no,no,no,yes,may,wed,174,1,999,0,nonexistent,no
27,student,married,high.school,no,yes,no,yes,may,wed,54,1,999,0,nonexistent,no
