ServiceType,TypedStrings,AcceptString
flight,"['بدشه', 'بدشهر', 'ب', 'بوشه', 'بوشهر']",بوشهر
bus,"['', 'ا', 'اه', 'اهو', 'اهوا', 'اهواز']",اهواز - همه پایانه‌ها
bus,"['', '', '']",تهران
bus,"['', 'ا', 'ای', 'ایل', 'ایلا', 'ایلام']",ایلام
bus,"['', 'کرمان']",کرمان
train,"['', '', 'ک', 'کر']",کرمان
train,[''],مشهد
flight,"['ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان', '', 'ا', 'اص']",اصفهان
hotel,['بابلسر'],بابلسر
flight,"['ا', 'اه', 'اهو', 'اهوا', 'اهواز', '', 'ا', 'اه']",اهواز
train,"['ق', 'قم']",قم
flight,[''],اصفهان
bus,"['ار', 'اراک', '', 'ارا', 'اراک', '']",تهران
hotel,['ساری'],ساری
bus,[''],دامغان
bus,"['', 'س', 'سا']",ساری
bus,['تاکستان'],تاکستان
hotel,['تاکستان'],تاکستان
hotel,['بجنورد'],بجنورد
bus,['مشهد'],مشهد
bus,"['گنابا', 'گناباد']",گناباد
bus,"['', 'ش', 'شا', 'شاه', 'شاهر', 'شاهرو', 'شاهرود']",شاهرود
bus,"['', 'ش', 'شا', 'شاه', 'شاهر', 'شاهرو', 'شاهرود', 'شاهرود ', '', '']",دامغان
bus,['مشهد'],مشهد
taxi,['قم'],قم
flight,[''],اصفهان
bus,['رامسر'],رامسر
bus,"['نجف آباد', '']",اصفهان
train,['ا'],اصفهان
hotel,['زنجان'],زنجان
hotel,['سنندج'],سنندج
bus,['سنندج'],سنندج
taxi,['رامسر'],رامسر
hotel,['رامسر'],رامسر
taxi,['اصفهان'],اصفهان
train,[''],نیشابور
train,[''],شاهرود
train,[''],تهران
train,[''],قم
train,"['ش', 'شا', 'شاه']",شاهرود
train,"['', 'ا', 'ار', 'ارا', 'اراک']",اراک
bus,"['', 'ا', 'اص', 'اصف']",اصفهان
bus,['مشهد'],مشهد
taxi,['اصفهان'],اصفهان
train,[''],اهواز
train,[''],تهران
flight,[''],تبریز
bus,"['', 'ی', 'یز']",یزد
bus,"['ک', 'کل', 'کلا']",کلاچای
bus,[''],اصفهان
bus,[''],اصفهان
bus,[''],تهران
bus,['اصفهان'],اصفهان
bus,"['ا', 'ار', 'ارا', 'اراک']",اراک
bus,['تهران'],تهران
train,[''],تهران
flight,[''],اصفهان
bus,"['ا', 'اص', 'اصف']",اصفهان
bus,"['', 'ا', 'ار', 'ارو', 'اروم', 'ارومی', 'ارومیه']",ارومیه
hotel,['گنبد کاووس'],گنبد کاووس
taxi,['گرگان'],گرگان
flight,[''],مشهد
bus,"['', 'برو', 'بروجرد']",بروجرد
flight,"['', 'م', 'ما', 'ماه', 'ماهش']",ماهشهر
flight,"['', 'ا', 'اص']",اصفهان
hotel,['تاکستان'],تاکستان
flight,[''],تهران
train,"['', '']",بندرعباس
bus,"['', 'ا', '']",اصفهان
bus,[''],یزد
flight,"['', 'کر']",کرمانشاه
flight,"['ت', 'تب', 'تبر']",تبریز
bus,['تهران'],تهران
flight,['j'],تبریز
ship,['بندر'],بندرعباس
ship,['دبی'],دبی
flight,[''],تهران
train,[''],مشهد
train,"['', 'ق', 'قز']",قزوین
taxi,['تهران'],تهران
train,[''],اهواز
hotel,['زاهدان'],زاهدان
flight,[''],شیراز
train,"['', '']",شاهرود
train,"['', '', '']",مشهد
bus,['تهران'],تهران
train,[''],قم
bus,"['', 'اصف']",اصفهان
bus,['تهران'],تهران
bus,[''],بهبهان
train,[''],قائمشهر
bus,"['', 'ی', 'یز']",یزد
bus,['مشهد'],مشهد
taxi,['بابلسر'],بابلسر
hotel,['بابلسر'],بابلسر
bus,['میانه'],میانه
hotel,['خلخال'],خلخال
ship,"['', 'بندر', 'بندر ', 'بندر ب', 'بندر بن', 'بندر ', 'بندر ل', 'بندر لنگ', 'بندر لن', 'بندر ', 'بندر', 'بندر ', 'بندر شهید', 'بندر شهید ', 'بندر شهید', 'بندر شهی', 'بندر شه', 'بندر ش', 'بندر ', 'بندر']",بندر لنگه
bus,[''],تبریز
train,"['', 'O', 'OV', 'OVL', 'OV', 'O', '', 'ح', 'حر', 'حرم', 'حر', 'ح', '', 'خ', 'خر', 'خرم']",خرمشهر
flight,[''],تبریز (TBZ)
bus,"['', 'ک']",کاشان
bus,[''],یزد
bus,[''],اصفهان
train,[''],اهواز
train,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
train,[''],مشهد
flight,"['', 'ل', 'لا', 'لای', 'لایپ', 'لایپز', 'لایپزی', 'لایپزیگ']",لایپزیگ
bus,"['', 'کاشا', 'کاشان']",کاشان
bus,[''],گرگان
train,"['', 'ک']",کاشان
train,"['', 'ا', 'اص']",اصفهان
bus,[''],مشهد
bus,['تهران'],تهران
bus,[''],گناباد
train,"['', 'ا', 'ار']",ارومیه
taxi,['بابلسر'],بابلسر
bus,"['', '']",بابل
bus,[''],تهران
bus,"['', 'بروجرد']",بروجرد
bus,[''],اصفهان
bus,[''],یزد
flight,[''],تبریز
bus,[''],گرگان
bus,[''],مشهد
bus,['تهران'],تهران
taxi,['تهران'],تهران
hotel,['تبریز'],تبریز
train,"['', 'ت', 'تب']",تبریز
flight,"['ب', 'بن', 'بند', 'بندر']",بندرعباس
flight,"['ي', 'يز', 'يزد']",یزد
flight,[''],مشهد
bus,"['ش', '', 'س', 'سن', 'س', 'سا']",ساری
flight,['شهید هاشمی نژاد'],شهید هاشمی نژاد
flight,['مهرآباد'],مهرآباد
bus,[''],یزد
bus,[''],اصفهان
bus,[''],اصفهان
flight,"['ا', '', 'ت', 'ته', 'تهر', 'تهرا', 'تهرات', 'تهرا', 'تهران']",تهران
bus,[''],تهران
bus,[''],یزد
bus,"['', 'ه', 'هم', 'همد', 'همدا', 'همدان']",همدان
bus,[''],یزد
train,"['', 'ي', 'يز', 'يزد']",یزد
bus,"['', '']",مشهد
bus,"['', 'م', 'مش']",مشهد
flight,[''],مشهد
flight,"['ا', 'ار', 'ارف']",ارفورت
bus,"['', '', 'چ', 'چا', 'چال', 'چالو', 'چالوس']",چالوس
bus,"['ت', 'ته', 'تهر', 'تهرا', 'تهران', 'تهرا', '']",تهران
flight,"['', 'ر', 'را', 'ران', 'رانف', 'ران', 'را', 'ر', '', 'ف', 'فر', 'فرا', 'فران', 'فرانک', 'فرانکف', 'فرانکفو', 'فرانکفور', 'فرانکفورت']",فرانکفورت
bus,"['', '', '', 'م', 'مش', 'مشخ', 'مشخد', 'مشخ', 'مش']",مشهد
bus,"['', '', '', '', '']",مشهد
bus,"['ت', 'ته']",تهران
flight,[''],اهواز
bus,"['س', 'ست', 'ستر', 'ست', 'س', 'سا']",ساری
bus,"['ک', 'کن', 'کنگ', 'کنگا', 'کنگان']",کنگان
bus,[''],تهران
bus,"['', '', '']",عسلويه
flight,[''],اصفهان
hotel,['بجنورد'],بجنورد
bus,['مشهد'],مشهد
bus,[''],تهران
train,[''],تهران
train,[''],اهواز
bus,[''],اصفهان
taxi,['تهران'],تهران
flight,"['', '', '', 'س', 'سم']",سمنان
bus,['کرمان'],کرمان
hotel,['کرمان'],کرمان
flight,"['ق', 'قش']",قشم
bus,"['', 'ا']",اصفهان
bus,[''],اهواز - همه پایانه‌ها
hotel,['سمنان'],سمنان
bus,[''],تبریز
bus,"['', '', '']",اصفهان
bus,"['', '']",همدان
bus,[''],تبریز
bus,[''],مشهد
hotel,['بابلسر'],بابلسر
flight,"['', '0', '']",رامسر
flight,"['', '', '', 'ب', 'بم']",بم
train,"['', '', '', 'سار']",ساری
train,"['بابل', 'باب', 'با', '', 'ساری']",ساری
flight,"['', 'ف', 'فر', 'فرا', 'فران', 'فرانک', 'فرانکف', 'فرانکفو', 'فرانکفور', 'فرانکفورت']",فرانکفورت
hotel,['بندرعباس'],بندرعباس
flight,[''],بندرعباس
flight,[''],تهران
flight,[''],بم
hotel,['ساری'],ساری
bus,[''],سیرجان
bus,[''],کرمان
train,[''],سمنان
train,[''],تهران
bus,"['چ', 'چا', 'چال']",چالوس
train,"['', 'ز', 'زر', 'زری', 'زرین']",زرین دشت
bus,"['خ', '']",خرم آباد
flight,[''],تهران
flight,[''],بندرعباس
flight,[''],تهران
train,"['', 'س', 'سل', 'س', '', 'ق', 'قم']",قم
flight,"['', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان']",اصفهان
train,"['تهران', 'تهرا', '']",مشهد
bus,"['', 'خ', 'خر', 'خرم', 'خرم ']",خرم آباد
flight,"['', 'ب', 'بن', 'بند']",بندرعباس
taxi,['اصفهان'],اصفهان
bus,[''],کاشان
ship,"['ت', '', 'ب', '', 'ا', 'اس', '']",بندر امام خمینی
hotel,['داراب'],داراب
bus,['تهران'],تهران
train,"['', 'گ', 'گر', 'گرم']",گرمسار
bus,"['بندر', 'بندرعباس ', 'بندرعباس', 'بندرعب', '', 'ج']",جیرفت
hotel,"['ر', 'رش', 'رشت']",رشت
flight,"['خ', 'خو']",خوی
taxi,['ساری'],ساری
bus,['ساری'],ساری
flight,[''],تهران
bus,[''],تهران
bus,"['', 'ط', 'طب', 'طبس']",طبس
train,[''],مشهد
flight,"['ع', 'عس']",عسلویه
bus,['داراب'],داراب
flight,"['ب', 'بل', 'بلا', 'بلار', 'بلارو', 'بلاروس']",مینسک
bus,[''],تبریز
train,[''],سمنان
flight,[''],تهران
train,"['', 'ك', 'كر', 'كرم', 'كرما', 'كرمان']",کرمان
flight,"['تهران', 'تهرا', 'تهر', 'ته', 'ت', '']",بم
hotel,['بندرعباس'],بندرعباس
flight,"['', 'خ', 'خو', '', '', '']",تهران
bus,['تهران'],تهران
flight,[''],تهران
hotel,['تبریز'],تبریز
train,[''],میانه
bus,"['', 'ش', 'شه', 'شهر', 'شهرض']",شهرضا
train,"['', 'و', 'ور', 'ورا', 'ورام']",ورامین
bus,"['', '']",اصفهان
flight,"['', 'خ', 'خو']",خوی
taxi,['ن'],نوشهر
train,[''],تهران
train,[''],تبریز
taxi,"['', 'ت', 'ته', 'تهر']",تهران
train,[''],سرخس
flight,"['', 'ع', 'عس']",عسلویه
bus,['میانه'],میانه
hotel,['خلخال'],خلخال
bus,[''],یزد
flight,[''],تهران
bus,[''],اصفهان
flight,"['ک', 'کی', 'کیش']",کیش
taxi,['چالوس'],چالوس
hotel,['چالوس'],چالوس
train,[''],کرج
flight,[''],تهران
taxi,['تهران'],تهران
hotel,['تهران'],تهران
bus,[''],اردبیل
bus,[''],تهران
train,[''],ورامین
train,"['تهران', '']",قم
train,[''],زرین دشت
bus,['اهواز'],اهواز
hotel,['اهواز'],اهواز
bus,['ساری'],ساری
bus,"['', 'یزدا', 'یزدان', 'یزدا', 'یزد', 'یز', '']",اصفهان
train,[''],سرخس
train,[''],مشهد
bus,[''],رشت
train,"['', '', '', 'گر']",گرگان
flight,[''],ارفورت
train,"['', 'س', 'سا', 'سار', 'ساری']",ساری
bus,['کرمان'],کرمان
flight,[''],ارفورت
hotel,['کرمان'],کرمان
flight,[''],دزفول
flight,"['', 'K', 'Ki', 'K', '', 'ک', 'کی']",کیش
bus,['همدان'],همدان
flight,[''],تهران
flight,[''],تهران
flight,"['ك', 'كي']",کیش
flight,"['', 'ا', 'ار', 'ارف']",ارفورت
bus,"['', 'ر', 'رس', 'ر', 'رش']",رشت
bus,['قم'],قم
bus,[''],شیراز
bus,"['', 'رشت', '', 'رشت', 'رش', '', 'گیلان', '', '']",رشت
flight,[''],بندرعباس
flight,[''],تهران
flight,"['', 'س', 'سار']",ساری
bus,"['ف', 'فس', 'فسا', 'فس', 'ف', 'فا', 'فار', 'فارس', 'فار', 'فا', 'ف', '']",شیراز
hotel,['ساری'],ساری
bus,[''],جهرم
flight,[''],بم
bus,[''],اصفهان
bus,"['', '', 'خرم']",خرم آباد
flight,"['', 'ت', '', 'م', 'مش', '', '', 'تب', '', 'گر']",گرگان
train,"['', 'س', 'سم']",سمنان
train,[''],تهران
taxi,['تهران'],تهران
bus,['اصفهان'],اصفهان
flight,[''],مشهد
flight,[''],تهران
flight,[''],تهران
bus,"['', '', '', 'تبر', 'تبری', 'تبریز', 'تبری', 'تبر', 'تب', 'ت', '']",تبریز
hotel,['تبریز'],تبریز
flight,[''],مشهد
flight,"['', 'گر']",گرگان
train,"['س', 'سی']",سیرجان
flight,"['', '', '', 'تب']",تبریز
bus,"['ا', 'ای', 'ایل', 'ایلا', 'ایلام']",ایلام
flight,"['', 'م', 'مش']",مشهد
bus,['تهران'],تهران
hotel,['بندرعباس'],بندرعباس
bus,['تهران'],تهران
taxi,['تهران'],تهران
bus,"['ب', 'بن', 'بند', 'بندر']",بندر انزلی
train,[''],قم
flight,[''],مشهد
bus,[''],بهبهان
flight,"['', '', '', 'ت']",تبریز
hotel,['تبریز'],تبریز
bus,[''],شیراز
train,['ت'],تبریز
train,[''],تهران
bus,[''],تهران
train,"['', 'گ', 'گر']",گرمسار
train,"['', '', '']",تهران
flight,"['', 'گرگ']",گرگان
hotel,['آبادان'],آبادان
bus,['آبادان'],آبادان
hotel,['بندرعباس'],بندرعباس
flight,"['', '']",شیراز
flight,[''],تهران
flight,"['', '', '', 'کی']",کیش
flight,[''],بم
flight,[''],اهواز
flight,[''],تهران
flight,"['', 'سار']",ساری
train,[''],گرگان
flight,[''],تهران
flight,[''],مشهد
flight,[''],شیراز
bus,['سیرجان'],سیرجان
hotel,['سیرجان'],سیرجان
train,[''],قم
train,"['', 'ک', 'کر']",کرمان
bus,['یزد'],یزد
bus,['قم'],قم
bus,['کرمان'],کرمان
hotel,['کرمان'],کرمان
taxi,"['ل', 'لا', 'لاه']",لاهیجان
bus,[''],شیراز
flight,"['', 'س', '', 'ي', 'يز', 'يزد']",یزد
flight,[''],مشهد
flight,[''],تهران
bus,"['ب', 'بی']",بیرجند
bus,[''],آباده
flight,[''],شیراز
bus,"['ا', 'اص']",اصفهان
bus,['مشهد'],مشهد
taxi,['اصفهان'],اصفهان
hotel,['جهرم'],جهرم
bus,['شیراز'],شیراز
bus,['شیراز'],شیراز
bus,[''],شیراز
flight,"['ک', 'کیش']",کیش
flight,"['', 'ر', 'رش', 'رشت']",رشت
flight,[''],شیراز
bus,[''],کرمان
bus,['تهران'],تهران
bus,['ف'],فرودگاه امام خمینی
flight,"['', '', '']",شیراز
bus,[''],شیراز
bus,['تهران'],تهران
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
train,"['', 'ت', 'تب', 'تبر']",تبریز
train,"['ت', 'تب']",تبریز
train,"['', 'قز']",قزوین
bus,"['اصف', 'اصفهان ', 'اصفهان', '', 'نجف', 'نجف ']",نجف آباد
flight,"['', '', 'شیراز', '', '', 'ک', 'کی', 'کیش']",کیش
bus,['تهران'],تهران
flight,[''],تهران
bus,[''],تهران
flight,"['', '', '', 'ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمان
train,"['', 'ک', 'کر', 'کرج']",کرج
bus,"['د', 'دا', 'دام']",دامغان
flight,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
hotel,['قزوین'],قزوین
bus,['تبریز'],تبریز
taxi,['تهران'],تهران
bus,"['', 'یا']",یاسوج
flight,[''],مشهد
flight,[''],تهران
bus,[''],بهبهان
bus,"['آ', 'آش', 'آشت', 'آشتی', 'آشتیا', 'آشتیان', 'آشتیان ', '', 'ق', 'قم']",قم
flight,[''],اصفهان
bus,"['ا', 'ام']",فرودگاه امام خمینی
bus,"['', 'ک', 'کر']",کرمان
bus,"['', 'ش']",شیراز
bus,"['د', 'دا', 'دام']",دامغان
bus,"['ش', 'شه']",شهرضا
flight,[''],تهران
hotel,['یاسوج'],یاسوج
train,"['', 'م']",میبد
bus,"['ت', 'ته']",تهران
flight,[''],شیراز
bus,[''],بوشهر
train,[''],سمنان
train,[''],تهران
train,[''],سمنان
flight,[''],بندرعباس
flight,[''],تهران
bus,['ی'],یزد
bus,"['ص', 'صف', 'صفا', 'صفا ', 'صفا د', 'صفا دش', 'صفا دشت', 'صفا دش', 'صفا د', 'صفا ', 'صفا', 'صف', 'صفا', 'صفا ', 'صفا د', 'صفا دش', 'صفا دشت', 'صفا دش', 'صفا ', 'صفا', 'صف', 'ص', '', 'ب', 'بی', 'بی ', 'بی ب', 'بی بی', 'بی بی ', 'بی بی س', 'بی بی سک', 'بی بی سکی', 'بی بی سکین', 'بی بی سکینه', 'بی بی سکین', 'بی بی سکی', 'بی بی سک', 'بی بی س', 'بی بی ', 'بی بی', 'بی ب', 'بی ', 'بی', 'ب', '', 'م', 'مل', 'ملا', 'ملار', 'ملارد', '', 'م', 'ملا', 'ملار', 'ملارد', 'ملار', 'ملا', 'مل', '', 'تب', 'تبر', 'تبری', 'تبریز', 'تبری', 'تبر', 'تبری', 'تبریز', 'تبری', 'تبر', 'تب', 'ت']",تکاب
bus,"['ی', 'یز', 'یزد', '', 'ی', 'یز', 'یزد', 'ی', 'یز', 'یزد', '', 'ی', 'یز', '', 'ق', 'قم']",پایانه فدک
flight,['مش'],مشهد
train,[''],تهران
train,"['', '', '', '']",اصفهان
bus,[''],ساری
train,"['', '', '']",بندرعباس
bus,[''],قم
flight,"['', '']",اهواز
flight,"['ا', 'ای', 'ایل', 'ایلا']",ایلام
train,"['د', 'دا']",دامغان
bus,"['', 'ی', 'یز', 'یزد', 'یز', 'ی', '']",یزد
bus,"['ک', 'کن', 'کنگ', 'کنگا', 'کنگان']",کنگان
bus,['خوی'],خوی
bus,[''],بروجرد
hotel,['بوشهر'],بوشهر
bus,"['', 'گنا']",گناوه
bus,"['', 'ع', 'عس', 'عسل']",عسلویه
bus,['مشهد'],مشهد
train,"['', '', '', 'ق', 'قم']",قم
flight,[''],چابهار
bus,"['د', 'ده', 'دهد', 'دهدش', 'دهدشت', 'دهدش', 'دهد', 'ده', 'د', '', 'د', '', '', 'د', 'ده', 'دهد', 'دهدش', 'دهدشت']",دهدشت
train,[''],اراک
taxi,['تهران'],تهران
train,['قز'],قزوین
bus,[''],شیراز
flight,"['ا', 'اه', 'اهو', 'اهوا', 'اهواز']",اهواز
flight,"['', 'ن', 'نج', 'ن', '', '']",نجف
bus,['مشهد'],مشهد
taxi,['تهران'],تهران
bus,"['', '', '', '']",آباده
bus,[''],مشهد
bus,['تهران'],تهران
flight,[''],تهران
flight,[''],دزفول
bus,"['انزل', 'انزلی', 'انزل', '', 'ب', 'بن', 'بندر']",بندر انزلی
bus,"['ل', 'لا', 'لام', 'لامر']",لامرد
bus,"['', 'به', 'بهبه']",بهبهان
bus,['بندرعباس'],بندرعباس
hotel,['بندرعباس'],بندرعباس
bus,"['', 'ر', 'رف', 'رفس']",رفسنجان
train,"['تهران', 'تهران ', 'تهران  ', 'تهران ', 'تهران', '', 'بندرعباس']",بندرعباس
bus,[''],اصفهان
bus,[''],گلپایگان
hotel,['بهبهان'],بهبهان
train,"['', 'ک', 'کا', 'کاش']",کاشان
taxi,['اراک'],اراک
hotel,['اراک'],اراک
flight,[''],تهران
flight,[''],سیرجان
flight,"['', 'h', 'hd', 'hdg', 'hdgh']",ایلام
bus,"['قش', 'قشم']",قشم
bus,"['', 'گ', 'گچس']",گچساران
train,"['قر', 'ق', 'قز']",قزوین
flight,['شهید بهشتی'],شهید بهشتی
flight,['شهدای پرواز ۶۵۵ هما'],شهدای پرواز ۶۵۵ هما
bus,['تهران'],تهران
taxi,['تهران'],تهران
train,"['', 'ک', 'کا', 'کاش', 'کاشا', 'کاشان']",کاشان
train,"['', 'زا']",زاهدان
train,[''],مشهد
flight,[''],دزفول
flight,"['', 'ا', 'اب', 'ابا', 'اباد', 'ابادا', 'ابادان']",آبادان
bus,['تهران'],تهران
train,[''],مشهد
train,[''],خرمشهر
hotel,['خرم آباد'],خرم آباد
train,[''],اهواز
bus,"['گ', 'گر', 'گرگ', 'گرگا', 'گرگان']",گرگان
hotel,['گچساران'],گچساران
flight,[''],کیش
bus,['مشهد'],مشهد
flight,[''],اهواز
bus,['میانه'],میانه
hotel,['خلخال'],خلخال
flight,[''],مشهد
bus,[''],تهران
flight,[''],تهران
flight,[''],تهران
bus,['مشهد'],مشهد
train,[''],کرج
bus,['اصفهان'],اصفهان
flight,[''],اهواز
bus,"['', '', '', '']",تبریز
bus,"['', 'آمل']",آمل
train,[''],اهواز
train,"['ت', 'ته']",تهران
train,[''],ازنا
taxi,['گرگان'],گرگان
hotel,['گرگان'],گرگان
train,"['ر', 'رش']",رشت
bus,['مشهد'],مشهد
train,[''],مشهد
hotel,['اهواز'],اهواز
bus,['تهران'],تهران
flight,"['م', 'مش']",مشهد
bus,"['', 'ی', 'یز', 'یزد', '', 'ی', 'یزد', '', '', '', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان']",اصفهان
bus,"['کرمان', 'کرمانش', 'کرمانشاه']",کرمانشاه
flight,[''],تهران
train,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
bus,"['ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان ', 'اصفهان', '', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان', '', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان', '', '', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان', '', 'ا', 'اص', 'اصف', 'اصفه', 'اصفها', 'اصفهان', 'اصفهانب', 'اصفهانبم', 'اصفهانبمی', 'اصفهانبم', '', 'ته', 'تهرا', 'تهران', 'تهرا', 'تهر', '', '', 'ی', 'یزد']",یزد
train,"['', 'N', 'N,', 'N,N', 'N,', 'N,V', 'N,V,', 'N,V,.', 'N,V,', 'N,V', 'N,', 'N', '', 'د', 'دو', 'دور', 'دورو']",دورود
bus,[''],کامیاران
train,"['', 'خ', 'خر', 'خرم']",خرمشهر
bus,"['هم', 'همدا', 'همدان']",همدان
bus,"['', 'بوش']",بوشهر
bus,['یزد'],یزد
taxi,['تهران'],تهران
flight,"['', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
taxi,['تهران'],تهران
train,"['', 'ا', 'ات', 'اتن', 'ات', 'ا', '', 'ا', 'ان', 'اند']",اندیمشک
train,"['آ', 'آز', 'آزا']",آزادور
bus,['خرمشهر'],خرمشهر
hotel,['خرمشهر'],خرمشهر
flight,"['ش', 'شی']",شیراز
flight,[''],بندرعباس
train,[''],مشهد
flight,[''],تهران
flight,"['ع', 'عس', 'عسل']",عسلویه
train,"['', 'ت', 'ته']",تهران
taxi,['قم'],قم
bus,['قم'],قم
hotel,['قم'],قم
taxi,['آمل'],آمل
flight,"['', '', '', '', 'ت', 'ته', 'تهر', 'تهرا', 'تهران']",تهران
taxi,['تهران'],تهران
bus,"['ک', 'کر', 'کرم', 'کرما', 'کرمان', '', 'ک', 'کر', 'کرم', 'کرما', 'کرمان']",کرمان
bus,[''],جهرم
bus,[''],شیراز
bus,"['', 'چ', 'چا']",چابهار
bus,"['همد', 'همدان']",همدان
train,"['ب', 'بن']",بندرعباس
hotel,['تهران'],تهران
train,"['ب', 'بز', 'بزذ', 'بز', 'ب', '', 'ب', 'با', 'ب', '', 'ی', 'یز', 'یزد']",یزد
hotel,['بوشهر'],بوشهر
bus,['تهران'],تهران
flight,"['', '']",تهران
flight,[''],تهران
train,[''],تهران
flight,"['', '']",ایروان
flight,[''],تهران
bus,[''],تهران
flight,[''],آبادان
bus,"['', 'دهدش', 'دهدشت']",دهدشت
hotel,['قم'],قم
bus,['قم'],قم
taxi,['قم'],قم
hotel,['بهبهان'],بهبهان
bus,"['', 'ع', 'عسل', 'عسلو', 'عسلوی', 'عسلویه', 'عسلوی', 'عسلو', 'عسل']",عسلويه
hotel,['بندرعباس'],بندرعباس
bus,['بندرعباس'],بندرعباس
train,"[' ', '', 'کرج']",کرج
bus,"['', 'ه', 'همدا']",همدان
bus,[''],گنبد کاووس
train,"['', 'ق', 'قم']",قم
bus,['مشهد'],مشهد
bus,[''],تهران
bus,['کرج'],کرج
flight,[''],مشهد
bus,[''],گنبد کاووس
flight,"['', 'ک']",کرمان
bus,[''],اصفهان
bus,[''],تهران
flight,[''],مشهد
train,[''],کرمان
bus,[''],یزد
train,[''],تهران
bus,['ایلام'],ایلام
flight,[''],مشهد
flight,[''],تهران
flight,"['ی', 'یز', 'یزد']",یزد
flight,"['ت', 'ته', 'تهر', 'تهرا', 'تهران', '']",تهران
bus,['تهران'],تهران
bus,[''],تهران
flight,[''],تهران
bus,['اهواز'],اهواز
flight,"['', '', '']",اهواز
bus,['مشهد'],مشهد
flight,[''],کرمانشاه
flight,"['', 'ب', 'بج']",بجنورد
flight,[''],تهران
flight,[''],اهواز
flight,"['', '']",مشهد
train,[''],مشهد
taxi,['قم'],قم
bus,['قم'],قم
hotel,['قم'],قم
flight,[''],تهران
hotel,['تهران'],تهران
taxi,"['نو', 'نوش', 'نوشه', 'نوشهر']",نوشهر
bus,['تهران'],تهران
train,"['', 'خ']",خرمشهر
flight,[''],تهران
hotel,[''],مشهد
train,[''],تهران
train,[''],نیشابور
flight,[''],اصفهان
flight,[''],گرگان
flight,"['', 'ک', 'کیش']",کیش
train,"['', '']",تهران
train,"['', '']",قم
bus,[''],تهران
bus,"['', 'اند', 'اندیم']",اندیمشک
bus,[''],تبریز
bus,"['', 'ا', 'ار']",ارومیه
flight,[''],مشهد
flight,[''],تهران
bus,[''],دزفول
train,['شو'],شوش
bus,[''],اصفهان
bus,[''],شیراز
bus,"['ت', 'تخ', 'ت', 'ته', '', 'ب', 'به', 'بهب']",بهبهان
flight,[''],تهران
train,[''],شوش
flight,[''],مشهد
flight,[''],تهران
train,"['', '', '']",اصفهان
flight,[''],رامسر
train,[''],بندرعباس
bus,"['', 'م', 'مل', 'ملا', 'ملای', 'ملایر']",ملایر
bus,['تهران'],تهران
bus,"['ب', 'بن', 'بند']",بندرعباس
train,[''],اندیمشک
bus,"['ک', '']",تهران
bus,"['م', 'مح', 'محم', 'محمو', 'محمود', 'محمودآ', 'محمودآب', 'محمودآبا', 'محمودآباد', 'محمودآبا', 'محمودآب', 'محمودآ', 'محمود', 'محمو', 'محم', 'مح', 'م', '', 'س', 'سا', 'سار', 'ساری']",ساری
train,[''],تهران
ship,[''],بندرخرمشهر
ship,[''],بندر لنگه
flight,[''],مشهد
flight,[''],اصفهان
bus,[''],شاهرود
bus,[''],اصفهان
bus,[''],تهران
taxi,['تهران'],تهران
flight,"['ف', 'فر', 'فرو', 'فرود', 'فرودگ', 'فرودگا', 'فرودگاه', 'فرودگاه ', 'فرودگاه ا', 'فرودگاه ام', 'فرودگاه اما', 'فرودگاه امام', 'فرودگاه امام ', 'فرودگاه امام خ', 'فرودگاه امام خم', 'فرودگاه امام خمی', 'فرودگاه امام خمین', 'فرودگاه امام خمینی', '']",تهران
bus,[''],دهدشت
bus,['دز'],دزفول
train,[''],مشهد
taxi,['تهران'],تهران
bus,[''],تهران
bus,[''],تهران
bus,[''],شاهرود
bus,"['', 'بوش']",بوشهر
hotel,['بندر انزلی'],بندر انزلی
taxi,['بندرانزلی'],بندر انزلی
bus,['میانه'],میانه
hotel,['خلخال'],خلخال
bus,[''],تهران
flight,[''],آبادان
bus,"['', 'ی', 'یز', 'یزد', '', '', 'ی', 'یز', 'یزد']",یزد
train,"['', 'مشهد', '', 'جو', 'جوین']",جوین
bus,[''],تهران
taxi,['اراک'],اراک
hotel,['بروجرد'],بروجرد
bus,['یزد'],یزد
train,[''],تهران
bus,[''],دامغان
flight,['ت'],تهران
bus,[''],تهران
bus,"['', '']",رشت
bus,"['', '', '', 'ن', 'نه']",نهاوند
train,[''],مشهد
bus,['مشهد'],مشهد
bus,['تهران'],تهران
flight,"['ا', 'اه']",اهواز
taxi,['گرگان'],گرگان
