author,published,site_url,type,label
No Author,2016-10-26T03:51:00.000+03:00,awdnews.com,conspiracy,Fake
Cheryl Fitzsimmons,2016-10-26T22:46:40.049+03:00,westernjournalism.com,bias,Real
KD7ONE,2016-10-26T16:45:00.000+03:00,prisonplanet.com,conspiracy,Fake
Brendan,2016-10-26T16:41:00.000+03:00,projectveritas.com,bs,Fake
Tim King,2016-11-16T02:00:00.000+02:00,ahtribune.com,bs,Fake
David Rives,2016-10-27T00:40:21.214+03:00,wnd.com,bias,Real
Activist Post,2016-11-06T17:57:39.233+02:00,activistpost.com,conspiracy,Fake
Corbett,2016-11-10T11:24:44.902+02:00,corbettreport.com,bs,Fake
Matt Barber,2016-10-27T03:04:50.327+03:00,wnd.com,bias,Real
Sky News,2016-10-27T23:28:00.000+03:00,infowars.com,conspiracy,Fake
The Saker,2016-11-05T23:45:02.270+02:00,thetruthseeker.co.uk,bs,Fake
Hrafnkell Haraldsson,2016-11-01T16:06:39.400+02:00,politicususa.com,bias,Real
Activist Post,2016-11-02T04:38:47.251+02:00,activistpost.com,conspiracy,Fake
recrisp,2016-10-27T02:54:50.332+03:00,abovetopsecret.com,bs,Fake
Henry Wolff,2016-11-03T02:48:28.935+02:00,amren.com,bs,Fake
Matt Barber,2016-10-27T02:38:55.138+03:00,wnd.com,bias,Real
Louis Proyect,2016-10-28T10:59:50.249+03:00,counterpunch.org,bs,Fake
No Author,2016-10-26T22:25:00.000+03:00,awdnews.com,conspiracy,Fake
EdJenner,2016-11-22T01:55:03.548+02:00,dailywire.com,bias,Real
No Author,2016-11-15T14:34:50.683+02:00,legorafi.fr,satire,Fake
Kim Petersen,2016-10-30T02:00:00.000+02:00,ahtribune.com,bs,Fake
Dean Daniels,2016-10-28T23:47:29.285+03:00,dennismichaellynch.com,bs,Fake
No Author,2016-11-01T15:00:00.000+02:00,coasttocoastam.com,bs,Fake
Activist Post,2016-11-03T18:25:27.805+02:00,activistpost.com,conspiracy,Fake
Daniel Greenfield,2016-10-31T05:57:53.998+02:00,frontpagemag.com,hate,Real
SoulOfCeres,2016-10-27T11:15:47.153+03:00,abovetopsecret.com,bs,Fake
No Author,2016-11-03T00:40:00.000+02:00,clickhole.com,satire,Fake
Daniel Greenfield,2016-11-01T13:09:42.688+02:00,frontpagemag.com,hate,Real
Why Do People Become Cuckservatives?,2016-11-05T20:00:12.759+02:00,returnofkings.com,hate,Real
A. Griffee,2016-11-07T19:34:00.000+02:00,dennismichaellynch.com,bs,Fake
Corbett,2016-11-24T15:25:37.710+02:00,corbettreport.com,bs,Fake
Daniel Greenfield,2016-10-27T20:31:28.708+03:00,frontpagemag.com,hate,Real
RT,2016-10-28T01:12:00.063+03:00,infowars.com,conspiracy,Fake
No Author,2016-10-27T22:55:28.417+03:00,awdnews.com,conspiracy,Fake
Daniel Greenfield,2016-11-01T23:56:39.599+02:00,frontpagemag.com,hate,Real
Admin,2016-10-29T00:45:58.879+03:00,fromthetrenchesworldreport.com,bs,Fake
Gillian,2016-11-06T21:20:09.525+02:00,shiftfrequency.com,bs,Fake
Jason Easley,2016-10-27T06:00:16.682+03:00,politicususa.com,bias,Real
Thomas Sowell,2016-11-01T07:32:55.748+02:00,frontpagemag.com,hate,Real
Isabelle Z.,2016-10-27T11:36:36.145+03:00,naturalnews.com,junksci,Fake
Corbett,2016-11-08T19:47:41.786+02:00,corbettreport.com,bs,Fake
ahtribune.com,2016-11-06T02:00:00.000+02:00,ahtribune.com,bs,Fake
admin,2016-10-27T17:25:33.295+03:00,prisonplanet.com,conspiracy,Fake
Fed Up,2016-11-06T23:54:00.000+02:00,100percentfedup.com,bias,Real
Activist Post,2016-11-03T02:45:30.745+02:00,activistpost.com,conspiracy,Fake
Alex Ansary,2016-11-07T21:48:28.350+02:00,amtvmedia.com,bs,Fake
No Author,2016-10-31T07:23:26.224+02:00,naturalnews.com,junksci,Fake
Anonymous,2016-10-30T10:17:00.000+02:00,abeldanger.net,bs,Fake
mcshane,2016-10-28T20:08:00.000+03:00,naturalnews.com,junksci,Fake
No Author,2016-10-27T18:57:00.000+03:00,awdnews.com,conspiracy,Fake
Shirley Barnett,2016-11-02T22:41:00.000+02:00,adobochronicles.com,fake,Fake
Jane Chastain,2016-10-27T02:39:04.504+03:00,wnd.com,bias,Real
No Author,2016-10-28T00:26:00.000+03:00,awdnews.com,conspiracy,Fake
WashingtonsBlog,2016-10-31T00:29:00.000+02:00,washingtonsblog.com,bias,Real
Daniel Barker,2016-10-27T09:09:34.041+03:00,naturalnews.com,junksci,Fake
No Author,2016-10-27T21:14:42.630+03:00,awdnews.com,conspiracy,Fake
Gillian,2016-11-05T19:29:10.270+02:00,shiftfrequency.com,bs,Fake
J. D. Heyes,2016-11-01T13:00:00.000+02:00,naturalnews.com,junksci,Fake
No Author,2016-11-25T11:06:06.003+02:00,legorafi.fr,bs,Fake
"Ethan A. Huff, staff writer",2016-10-30T13:00:00.000+02:00,naturalnews.com,junksci,Fake
tokyowashi (noreply@blogger.com),2016-10-31T02:40:07.541+02:00,abeldanger.net,bs,Fake
Paul,2016-10-29T00:45:56.858+03:00,fromthetrenchesworldreport.com,bs,Fake
Infowars.com,2016-10-28T05:09:30.699+03:00,infowars.com,conspiracy,Fake
EdJenner,2016-11-22T08:17:53.961+02:00,100percentfedup.com,bias,Real
Dml Daily,2016-11-25T07:00:00.000+02:00,departed.co,bs,Fake
No Author,2016-10-29T19:05:03.671+03:00,awdnews.com,conspiracy,Fake
Anonymous,2016-10-27T21:30:00.000+03:00,abeldanger.net,bs,Fake
willz,2016-10-27T02:54:59.244+03:00,abovetopsecret.com,bs,Fake
Kantucky,2016-10-29T00:46:03.067+03:00,fromthetrenchesworldreport.com,bs,Fake
Corey Savage,2016-10-31T14:02:54.311+02:00,returnofkings.com,hate,Real
Activist Post,2016-10-28T19:31:11.746+03:00,activistpost.com,conspiracy,Fake
Ronnie Allen,2016-10-26T22:46:19.371+03:00,westernjournalism.com,bias,Real
Henry Wolff,2016-11-03T02:48:26.097+02:00,amren.com,bs,Fake
Luke Stranahan,2016-11-17T00:39:38.023+02:00,returnofkings.com,hate,Real
Jason Easley,2016-11-01T17:24:02.359+02:00,politicususa.com,bias,Real
Activist Post,2016-11-02T02:25:38.471+02:00,activistpost.com,conspiracy,Fake
EdJenner,2016-11-12T01:14:36.243+02:00,dailywire.com,bias,Real
Al Bundy,2016-10-27T11:52:00.000+03:00,prisonplanet.com,conspiracy,Fake
Daniel Greenfield,2016-10-27T14:09:03.602+03:00,frontpagemag.com,hate,Real
Roosh Valizadeh,2016-11-01T02:01:55.951+02:00,returnofkings.com,hate,Real
Anonymous,2016-10-29T22:36:00.000+03:00,abeldanger.net,bs,Fake
Henry Wolff,2016-11-08T05:20:35.405+02:00,amren.com,bs,Fake
Max Roscoe,2016-10-29T00:01:03.952+03:00,returnofkings.com,hate,Real
No Author,2016-10-31T23:29:50.571+02:00,dailywire.com,bias,Real
Infowars Nightly News,2016-10-28T21:12:11.785+03:00,infowars.com,conspiracy,Fake
Anonymous,2016-10-27T21:50:00.000+03:00,abeldanger.net,bs,Fake
No Author,2016-11-05T18:01:00.000+02:00,activistpost.com,conspiracy,Fake
admin,2016-10-27T13:50:04.516+03:00,prisonplanet.com,conspiracy,Fake
Joseph Farah,2016-10-27T03:04:39.872+03:00,wnd.com,bias,Real
No Author,2016-11-01T08:36:38.821+02:00,clickhole.com,satire,Fake
Daniel Greenfield,2016-10-27T14:09:06.081+03:00,frontpagemag.com,hate,Real
Activist Post,2016-11-09T17:47:25.240+02:00,activistpost.com,conspiracy,Fake
No Author,2016-10-27T15:12:28.868+03:00,awdnews.com,conspiracy,Fake
Joseph Klein,2016-11-04T11:04:00.000+02:00,frontpagemag.com,hate,Real
Steve Watson,2016-10-27T15:17:41.829+03:00,infowars.com,conspiracy,Fake
jedi_hamster,2016-10-27T02:54:59.580+03:00,abovetopsecret.com,bs,Fake
Lloyd Billingsley,2016-11-02T06:45:42.828+02:00,frontpagemag.com,hate,Real
Jason Easley,2016-10-28T20:53:25.708+03:00,politicususa.com,bias,Real
Michael Sebastian,2016-11-01T14:10:08.345+02:00,returnofkings.com,hate,Real
Nick Denby,2016-10-26T22:46:37.866+03:00,westernjournalism.com,bias,Real
Henry Wolff,2016-11-03T02:48:36.291+02:00,amren.com,bs,Fake
Alex Ansary,2016-11-04T22:44:05.359+02:00,amtvmedia.com,bs,Fake
Anonymous,2016-10-27T22:57:00.000+03:00,abeldanger.net,bs,Fake
Paul Joseph Watson,2016-10-28T05:09:58.299+03:00,infowars.com,conspiracy,Fake
No Author,2016-11-15T18:17:00.044+02:00,clickhole.com,satire,Fake
Sean Colarossi,2016-10-27T05:09:10.503+03:00,politicususa.com,bias,Real
vlawde,2016-10-27T02:54:39.811+03:00,abovetopsecret.com,bs,Fake
PrairieShepherd,2016-10-27T02:55:00.542+03:00,abovetopsecret.com,bs,Fake
Vic Pittman,2016-10-29T00:45:00.000+03:00,ahtribune.com,bs,Fake
Sarah Jones,2016-10-27T20:50:29.628+03:00,politicususa.com,bias,Real
No Author,2016-11-14T20:10:54.044+02:00,dailywire.com,bias,Real
No Author,2016-10-28T18:40:15.653+03:00,awdnews.com,conspiracy,Fake
No Author,2016-11-07T19:15:13.624+02:00,clickhole.com,satire,Fake
Daniel Greenfield,2016-10-27T20:39:44.307+03:00,frontpagemag.com,hate,Real
Rich Ledergerber,2016-10-26T22:46:14.320+03:00,westernjournalism.com,bias,Real
Letsbereal,2016-10-26T17:20:00.000+03:00,prisonplanet.com,conspiracy,Fake
Henry Wolff,2016-10-29T04:39:13.331+03:00,amren.com,bs,Fake
Activist Post,2016-11-05T16:50:46.736+02:00,activistpost.com,conspiracy,Fake
Anonymous,2016-11-01T08:12:00.000+02:00,abeldanger.net,bs,Fake
Dr. Patrick Slattery,2016-11-23T22:52:26.111+02:00,davidduke.com,hate,Real
No Author,2016-10-31T10:53:40.058+02:00,frontpagemag.com,hate,Real
Daniel Haiphong,2016-11-14T02:00:00.000+02:00,ahtribune.com,bs,Fake
Corbett,2016-11-09T11:03:50.778+02:00,corbettreport.com,bs,Fake
Activist Post,2016-11-02T00:26:51.454+02:00,activistpost.com,conspiracy,Fake
Carol McCoy,2016-10-26T22:46:37.593+03:00,westernjournalism.com,bias,Real
admin,2016-10-26T19:13:00.000+03:00,prisonplanet.com,conspiracy,Fake
Pankaj Vaidya,2016-10-29T08:35:06.031+03:00,topinfopost.com,bs,Fake
Starkman,2016-10-28T04:27:38.678+03:00,veteranstoday.com,bs,Fake
David Stockman,2016-10-27T23:17:33.552+03:00,davidstockmanscontracorner.com,junksci,Fake
Harold Hughes,2016-10-26T22:46:37.729+03:00,westernjournalism.com,bias,Real
Letsbereal,2016-10-27T14:13:00.000+03:00,prisonplanet.com,conspiracy,Fake
Alex Ansary,2016-11-08T00:16:26.979+02:00,amtvmedia.com,bs,Fake
-NO AUTHOR-,2016-10-27T00:04:48.727+03:00,wnd.com,bias,Real
Dikran Arakelian (noreply@blogger.com),2016-11-02T16:12:23.326+02:00,wnd.com,bias,Real
Anonymous,2016-11-01T05:15:00.000+02:00,abeldanger.net,bs,Fake
No Author,2016-10-27T22:58:00.000+03:00,clickhole.com,satire,Fake
Kelen M,2016-10-28T00:15:49.283+03:00,infowars.com,conspiracy,Fake
Claire Bernish,2016-10-27T13:22:12.612+03:00,dcclothesline.com,bs,Fake
admin,2016-10-27T17:45:09.501+03:00,prisonplanet.com,conspiracy,Fake
Dr. Patrick Slattery,2016-11-19T00:06:00.000+02:00,davidduke.com,hate,Real
Daniel Greenfield,2016-11-04T13:54:44.652+02:00,frontpagemag.com,bs,Fake
Erik Rush,2016-10-27T02:38:34.882+03:00,wnd.com,bias,Real
Joe from MassPrivateI,2016-10-29T00:45:55.615+03:00,fromthetrenchesworldreport.com,bs,Fake
Old_Logan,2016-11-09T20:06:00.000+02:00,whatreallyhappened.com,bs,Fake
Mikael Thalen,2016-10-26T23:12:59.857+03:00,infowars.com,conspiracy,Fake
EdJenner,2016-11-02T15:07:59.421+02:00,dailywire.com,bias,Real
No Author,2016-11-10T09:55:00.000+02:00,clickhole.com,satire,Fake
admin,2016-10-27T16:44:22.790+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-11-04T16:25:07.269+02:00,departed.co,bs,Fake
EdJenner,2016-11-23T01:48:30.528+02:00,100percentfedup.com,bias,Real
Gillian,2016-11-07T14:17:31.097+02:00,shiftfrequency.com,bs,Fake
Game Is A Modern Rite Of Passage That Helps Turn Boys Into Men,2016-11-03T02:26:51.256+02:00,returnofkings.com,hate,Real
Henry Wolff,2016-10-29T04:39:06.431+03:00,amren.com,bs,Fake
No Author,2016-11-14T00:43:00.000+02:00,addictinginfo.org,bias,Real
"David Gutierrez, staff writer",2016-10-30T13:00:00.000+02:00,naturalnews.com,junksci,Fake
No Author,2016-10-29T20:49:42.827+03:00,awdnews.com,conspiracy,Fake
Paul Craig Roberts,2016-11-18T02:00:00.000+02:00,ahtribune.com,bs,Fake
No Author,2016-11-01T16:48:00.000+02:00,21stcenturywire.com,conspiracy,Fake
No Author,2016-11-10T16:37:33.869+02:00,legorafi.fr,satire,Fake
Larsen Halleck,2016-11-06T20:01:01.964+02:00,returnofkings.com,hate,Real
Beau Albrecht,2016-11-04T19:07:09.707+02:00,returnofkings.com,hate,Real
Henry Wolff,2016-10-29T04:39:08.112+03:00,amren.com,bs,Fake
Steve Watson,2016-10-28T15:51:39.511+03:00,infowars.com,conspiracy,Fake
noreply@blogger.com (Der Postillon),2016-11-22T14:20:35.980+02:00,fromthetrenchesworldreport.com,bs,Fake
Fed Up,2016-11-05T01:19:00.000+02:00,100percentfedup.com,bias,Real
Jenn Ryan,2016-10-31T21:47:43.872+02:00,naturalnews.com,junksci,Fake
David G. Brown,2016-11-06T16:01:07.482+02:00,returnofkings.com,hate,Real
No Author,2016-10-28T08:16:45.579+03:00,clickhole.com,satire,Fake
No Author,2016-10-27T21:11:19.331+03:00,awdnews.com,conspiracy,Fake
Alex Ansary,2016-11-07T20:01:08.682+02:00,amtvmedia.com,bs,Fake
Alex Ansary,2016-11-07T20:01:08.775+02:00,amtvmedia.com,bs,Fake
Anonymous,2016-10-27T21:30:00.000+03:00,abeldanger.net,bs,Fake
Mike Rivero,2016-11-19T23:33:00.000+02:00,whydontyoutrythis.com,bias,Real
Ron Yahaloms,2016-10-28T19:59:00.000+03:00,naturalnews.com,junksci,Fake
Daniel Greenfield,2016-11-02T06:45:41.336+02:00,frontpagemag.com,hate,Real
Anonymous,2016-10-31T01:40:00.000+02:00,abeldanger.net,bs,Fake
"Day of the Dead 2015: History, food and reflections  Andrea Lawson Gray",2016-10-27T05:18:00.000+03:00,adobochronicles.com,fake,Fake
Daniel Greenfield,2016-10-31T11:09:00.000+02:00,frontpagemag.com,hate,Real
Emmett Edwards,2016-10-26T22:46:37.097+03:00,westernjournalism.com,bias,Real
Harry Abrams,2016-11-11T18:23:00.000+02:00,ahtribune.com,bs,Fake
Henry Shivley,2016-10-29T00:45:54.601+03:00,fromthetrenchesworldreport.com,bs,Fake
theantediluvian,2016-10-27T02:54:46.091+03:00,abovetopsecret.com,bs,Fake
Daniel Haiphong,2016-10-27T03:00:00.000+03:00,ahtribune.com,bs,Fake
Ron Thompson,2016-10-26T22:46:11.804+03:00,westernjournalism.com,bias,Real
Alex Ansary,2016-11-07T20:01:08.914+02:00,amtvmedia.com,bs,Fake
Mike Rivero,2016-11-02T23:17:00.000+02:00,whatreallyhappened.com,bs,Fake
No Author,2016-11-06T07:48:00.000+02:00,21stcenturywire.com,conspiracy,Fake
No Author,2016-11-14T13:24:45.751+02:00,departed.co,bs,Fake
No Author,2016-11-18T19:01:54.993+02:00,dailywire.com,bias,Real
ActivistPost,2016-11-06T21:05:30.789+02:00,activistpost.com,conspiracy,Fake
Henry Wolff,2016-10-28T06:29:00.000+03:00,amren.com,bs,Fake
Caleb Stephen,2016-10-28T19:54:00.000+03:00,naturalnews.com,junksci,Fake
No Author,2016-10-27T15:12:29.054+03:00,awdnews.com,conspiracy,Fake
Ronald Nelson,2016-11-02T11:26:36.532+02:00,thefreethoughtproject.com,bs,Fake
Kit Daniels,2016-10-29T01:07:07.767+03:00,infowars.com,conspiracy,Fake
Activist Post,2016-11-06T15:15:19.742+02:00,activistpost.com,conspiracy,Fake
EdJenner,2016-11-08T16:29:45.619+02:00,dailywire.com,bias,Real
No Author,2016-10-27T15:12:29.112+03:00,awdnews.com,conspiracy,Fake
ActivistPost,2016-11-02T18:10:34.257+02:00,activistpost.com,conspiracy,Fake
Activist Post,2016-11-05T18:11:59.518+02:00,activistpost.com,conspiracy,Fake
Mackie Braden,2016-10-26T22:46:46.292+03:00,westernjournalism.com,bias,Real
Jörg Guido Hülsmann,2016-10-28T22:36:55.909+03:00,infowars.com,conspiracy,Fake
No Author,2016-11-09T03:10:11.975+02:00,legorafi.fr,satire,Fake
Daniel Greenfield,2016-10-27T04:50:26.351+03:00,frontpagemag.com,hate,Real
admin,2016-10-27T17:44:49.314+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-10-27T04:36:36.266+03:00,prisonplanet.com,conspiracy,Fake
Activist Post,2016-11-04T18:00:50.740+02:00,activistpost.com,conspiracy,Fake
Dr. Patrick Slattery,2016-11-03T21:10:52.388+02:00,davidduke.com,hate,Real
Mike Rivero,2016-11-23T00:49:00.000+02:00,21stcenturywire.com,conspiracy,Fake
D. Samuelson,2016-11-01T00:16:00.000+02:00,newstarget.com,bias,Real
admin,2016-10-26T20:35:00.000+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-10-26T22:42:21.482+03:00,prisonplanet.com,conspiracy,Fake
Jack Burns,2016-11-01T15:09:29.563+02:00,thefreethoughtproject.com,bs,Fake
Chuck Collins,2016-11-08T10:40:20.571+02:00,legorafi.fr,satire,Fake
Infowars Nightly News,2016-10-28T21:11:57.462+03:00,infowars.com,conspiracy,Fake
No Author,2016-11-09T01:16:05.457+02:00,legorafi.fr,satire,Fake
No Author,2016-10-30T14:19:34.955+02:00,awdnews.com,conspiracy,Fake
Letsbereal,2016-10-26T11:23:00.000+03:00,prisonplanet.com,conspiracy,Fake
Jason Easley,2016-10-28T20:53:11.791+03:00,politicususa.com,bias,Real
No Author,2016-10-27T04:01:37.753+03:00,prisonplanet.com,conspiracy,Fake
No Author,2016-11-09T04:53:17.790+02:00,legorafi.fr,satire,Fake
Daniel Greenfield,2016-10-30T06:57:20.298+02:00,frontpagemag.com,hate,Real
Saurav Dutt,2016-11-09T02:00:00.000+02:00,ahtribune.com,bs,Fake
Daniel Greenfield,2016-11-03T05:05:12.123+02:00,frontpagemag.com,hate,Real
Hrafnkell Haraldsson,2016-10-31T14:16:16.345+02:00,politicususa.com,bias,Real
Matthew Vadum,2016-10-27T09:20:32.333+03:00,frontpagemag.com,hate,Real
No Author,2016-11-09T05:25:28.401+02:00,clickhole.com,satire,Fake
No Author,2016-11-08T22:33:19.477+02:00,legorafi.fr,satire,Fake
No Author,2016-10-28T18:34:48.377+03:00,awdnews.com,conspiracy,Fake
Hrafnkell Haraldsson,2016-10-31T16:14:26.660+02:00,politicususa.com,bias,Real
No Author,2016-11-03T00:10:00.000+02:00,clickhole.com,satire,Fake
Bob Unruh,2016-10-26T21:18:09.752+03:00,wnd.com,bias,Real
Vicki Batts,2016-11-01T13:00:00.000+02:00,naturalnews.com,junksci,Fake
4 Goals For The Neomasculinity Movement During Trumps First Term,2016-11-16T18:07:48.392+02:00,returnofkings.com,hate,Real
No Author,2016-11-07T20:11:37.142+02:00,clickhole.com,satire,Fake
No Author,2016-11-16T15:00:00.000+02:00,coasttocoastam.com,bs,Fake
Matt Peppe,2016-11-23T02:00:00.000+02:00,ahtribune.com,bs,Fake
EdJenner,2016-10-29T17:17:08.791+03:00,dailywire.com,bias,Real
No Author,2016-11-05T01:09:27.704+02:00,clickhole.com,satire,Fake
Sean Colarossi,2016-11-01T04:00:05.593+02:00,politicususa.com,bias,Real
Louis Stuart,2016-11-22T20:00:00.000+02:00,returnofkings.com,hate,Real
Wanda Freeman Lay,2016-10-26T22:46:31.611+03:00,westernjournalism.com,bias,Real
No Author,2016-10-26T17:45:00.000+03:00,westernjournalism.com,bias,Real
Frank Clayton,2016-10-26T22:46:31.029+03:00,westernjournalism.com,bias,Real
US Marine Fighting Tyranny,2016-10-29T00:45:52.984+03:00,fromthetrenchesworldreport.com,bs,Fake
Reuters,2016-10-30T02:03:36.786+02:00,politicususa.com,bias,Real
Fiona Miller,2016-10-26T21:37:32.363+03:00,infowars.com,conspiracy,Fake
Headly Westerfield,2016-10-29T08:03:51.744+03:00,politicususa.com,bias,Real
Barracuda Brigade,2016-11-02T16:31:28.550+02:00,100percentfedup.com,bias,Real
Corey Savage,2016-11-14T19:00:00.000+02:00,returnofkings.com,hate,Real
Robert Spencer,2016-10-28T07:55:00.267+03:00,frontpagemag.com,hate,Real
No Author,2016-10-27T03:35:53.956+03:00,prisonplanet.com,conspiracy,Fake
Dr. Patrick Slattery,2016-11-08T21:18:57.234+02:00,davidduke.com,hate,Real
EdJenner,2016-11-09T19:10:02.489+02:00,dailywire.com,bias,Real
admin,2016-10-26T19:03:00.000+03:00,prisonplanet.com,conspiracy,Fake
Phyllis Bentley,2016-10-27T23:11:00.000+03:00,naturalnews.com,junksci,Fake
tokyowashi (noreply@blogger.com),2016-10-28T23:31:03.391+03:00,abeldanger.net,bs,Fake
-NO AUTHOR-,2016-10-26T23:54:05.045+03:00,wnd.com,bias,Real
Jon Anthony,2016-11-16T20:00:00.000+02:00,returnofkings.com,hate,Real
Dr. Patrick Slattery,2016-11-21T16:34:00.000+02:00,davidduke.com,hate,Real
Kim Petersen,2016-11-23T02:00:00.000+02:00,ahtribune.com,bs,Fake
No Author,2016-10-27T15:12:28.997+03:00,awdnews.com,conspiracy,Fake
No Author,2016-11-11T17:39:00.000+02:00,clickhole.com,satire,Fake
EdJenner,2016-11-07T22:34:36.822+02:00,100percentfedup.com,bias,Real
Anonymous,2016-10-28T20:39:00.000+03:00,abeldanger.net,bs,Fake
-NO AUTHOR-,2016-10-26T21:16:47.361+03:00,wnd.com,bias,Real
Daniel Greenfield,2016-11-01T06:27:23.010+02:00,frontpagemag.com,hate,Real
Amy Goodrich,2016-10-29T14:00:00.000+03:00,naturalnews.com,junksci,Fake
Activist Post,2016-10-31T22:56:25.733+02:00,activistpost.com,conspiracy,Fake
Harun Yahya,2016-11-17T02:00:00.000+02:00,ahtribune.com,bs,Fake
Beau Albrecht,2016-10-28T01:11:59.974+03:00,infowars.com,conspiracy,Fake
Raymond Ibrahim,2016-11-01T07:32:55.554+02:00,frontpagemag.com,hate,Real
Daniel Greenfield,2016-11-02T20:23:25.593+02:00,frontpagemag.com,hate,Real
Alex Ansary,2016-10-27T15:20:34.698+03:00,amtvmedia.com,bs,Fake
# 1 NWO Hatr,2016-10-29T00:46:02.536+03:00,fromthetrenchesworldreport.com,bs,Fake
Steve smith,2016-11-01T22:22:00.000+02:00,abeldanger.net,bs,Fake
Alex Ansary,2016-11-07T20:01:08.838+02:00,amtvmedia.com,bs,Fake
J. D. Heyes,2016-11-02T07:13:24.325+02:00,naturalnews.com,conspiracy,Fake
Jimmy Rustling,2016-10-27T13:00:00.000+03:00,abcnews.com.co,fake,Fake
André du Pôle,2016-11-03T20:55:28.790+02:00,returnofkings.com,hate,Real
Encryptor,2016-10-27T03:28:37.789+03:00,abovetopsecret.com,bs,Fake
No Author,2016-10-26T23:45:49.219+03:00,prisonplanet.com,conspiracy,Fake
TrueBrit,2016-10-28T00:29:00.000+03:00,abovetopsecret.com,bs,Fake
Activist Post,2016-10-30T02:10:31.417+02:00,activistpost.com,conspiracy,Fake
xuenchen,2016-10-27T10:31:00.000+03:00,abovetopsecret.com,bs,Fake
Roosh Valizadeh,2016-11-22T20:01:18.570+02:00,returnofkings.com,hate,Real
childoffather,2016-10-27T09:50:00.000+03:00,abovetopsecret.com,bs,Fake
ahtribune.com,2016-11-05T02:00:00.000+02:00,ahtribune.com,bs,Fake
Anonymous,2016-10-30T10:17:00.000+02:00,abeldanger.net,bs,Fake
No Author,2016-11-05T03:45:00.000+02:00,addictinginfo.org,bias,Real
Natural News Editors,2016-10-27T11:36:11.079+03:00,naturalnews.com,junksci,Fake
Mikael Thalen,2016-10-28T01:12:00.220+03:00,infowars.com,conspiracy,Fake
Mikael Thalen,2016-10-29T13:10:20.545+03:00,intrepidreport.com,satire,Fake
David G. Brown,2016-11-02T23:01:13.657+02:00,returnofkings.com,hate,Real
Activist Post,2016-11-03T00:00:56.085+02:00,activistpost.com,conspiracy,Fake
admin,2016-10-26T22:30:00.000+03:00,prisonplanet.com,conspiracy,Fake
Ari Lieberman,2016-10-28T07:55:01.169+03:00,frontpagemag.com,hate,Real
Fiona Miller,2016-10-28T21:12:37.671+03:00,infowars.com,conspiracy,Fake
tokyowashi (noreply@blogger.com),2016-10-30T01:08:16.887+02:00,abeldanger.net,bs,Fake
admin,2016-10-26T19:05:00.000+03:00,prisonplanet.com,conspiracy,Fake
Steve Watson,2016-10-27T18:25:45.910+03:00,infowars.com,conspiracy,Fake
Staff,2016-11-15T21:26:00.000+02:00,davidduke.com,hate,Real
Jason Easley,2016-10-27T21:26:32.669+03:00,politicususa.com,bias,Real
Paul Joseph Watson,2016-10-27T18:42:20.949+03:00,infowars.com,conspiracy,Fake
-NO AUTHOR-,2016-10-26T21:07:11.121+03:00,wnd.com,bias,Real
Jon Bowne,2016-10-28T01:55:00.000+03:00,infowars.com,conspiracy,Fake
Rmuse,2016-10-30T02:03:36.590+02:00,politicususa.com,bias,Real
No Author,2016-11-21T17:12:29.160+02:00,legorafi.fr,satire,Fake
Daniel Greenfield,2016-11-03T18:26:00.893+02:00,frontpagemag.com,hate,Real
No Author,2016-10-27T21:11:23.336+03:00,awdnews.com,conspiracy,Fake
ActivistPost,2016-10-27T19:50:29.983+03:00,activistpost.com,conspiracy,Fake
EdJenner,2016-11-25T15:47:35.740+02:00,dailywire.com,bias,Real
Jon Burbulis,2016-10-26T22:46:37.482+03:00,westernjournalism.com,bias,Real
Amy Goodrich,2016-11-01T13:00:00.000+02:00,naturalnews.com,junksci,Fake
Ann Tenna,2016-10-31T12:54:58.827+02:00,dcclothesline.com,bs,Fake
No Author,2016-10-26T18:24:00.000+03:00,westernjournalism.com,bias,Real
Alex Ansary,2016-11-02T19:14:58.033+02:00,amtvmedia.com,bs,Fake
S. D. Wells,2016-11-01T09:31:26.708+02:00,naturalnews.com,junksci,Fake
Gillian,2016-11-06T21:00:47.705+02:00,shiftfrequency.com,bs,Fake
Fiona Miller,2016-10-28T00:04:00.000+03:00,infowars.com,conspiracy,Fake
EdJenner,2016-11-11T16:08:38.602+02:00,dailywire.com,bias,Real
Rik Storr,2016-11-24T17:04:04.205+02:00,returnofkings.com,bs,Fake
No Author,2016-10-28T18:22:32.022+03:00,awdnews.com,conspiracy,Fake
No Author,2016-10-28T00:09:00.000+03:00,clickhole.com,satire,Fake
Betty Johnson,2016-10-26T22:46:40.033+03:00,westernjournalism.com,bias,Real
Paul Joseph Watson,2016-10-28T17:40:52.545+03:00,infowars.com,conspiracy,Fake
B. J. Sabri,2016-11-11T02:00:00.000+02:00,ahtribune.com,bs,Fake
Justin Puck,2016-10-29T18:01:08.177+03:00,returnofkings.com,hate,Real
Brandon Turbeville,2016-10-26T23:40:33.528+03:00,activistpost.com,conspiracy,Fake
No Author,2016-10-26T23:47:00.000+03:00,awdnews.com,conspiracy,Fake
Dr. Patrick Slattery,2016-11-02T09:10:27.146+02:00,davidduke.com,hate,Real
Lloyd Billingsley,2016-11-04T11:05:00.000+02:00,frontpagemag.com,hate,Real
